seatname,onscode,CurrentMP,PreviousWinner,Conservative,Labour,LibDem,Reform,Green,SNP,Plaid,Minor,Other,Calculus_Winner,Winner,Winner Check,diff_share,second_place,ColourWinning,VictoryType,WinnerStyle,Top2Parties
Clapham and Brixton Hill,E14001175,Bell Ribeiro-Addy,LAB,0.1414751862,0.6334907145,0.1235966845,0.03861084881,0.05688804952,0,0,0,0.00593851642,Labour,Labour,SAME,0.4920155283,Conservative,#E2585C,Strong,Strong Labour,
Colchester,E14001176,Will Quince,CON,0.2537781963,0.4313646352,0.1310596888,0.1452307278,0.03643661151,0,0,0,0.002130140365,Labour,Labour,SAME,0.1775864389,Conservative,#E2585C,Likely,Likely Labour,
Colne Valley,E14001177,Jason McCartney,CON,0.2242413961,0.5038486821,0.06528976441,0.1625988677,0.04207044255,0,0,0,0.001950847134,Labour,Labour,SAME,0.279607286,Conservative,#E2585C,Strong,Strong Labour,
Congleton,E14001178,Fiona Bruce,CON,0.2733017046,0.3747585859,0.1096439667,0.1944957595,0.0464564615,0,0,0,0.001343521706,Labour,Labour,SAME,0.1014568814,Conservative,#E2585C,Lean,Lean Labour,
Corby and East Northamptonshire,E14001179,Tom Pursglove,CON,0.2187589362,0.5176477797,0.04902161036,0.1756199191,0.03735855223,0,0,0,0.001593202337,Labour,Labour,SAME,0.2988888435,Conservative,#E2585C,Strong,Strong Labour,
Cornwall North,E14001385,Scott Mann,CON,0.3015323279,0.186054004,0.3166341139,0.175180718,0.01979340757,0,0,0,0.0008054285887,LibDem,LibDem,SAME,0.01510178604,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Cornwall South East,E14001486,Sheryll Murray,CON,0.2865191728,0.3056713584,0.1512981384,0.2110042515,0.04321624634,0,0,0,0.002290832542,Labour,Labour,SAME,0.01915218558,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Cotswolds North,E14001386,Unknown (new seat),CON,0.2954732676,0.3040324687,0.1633682265,0.178879267,0.05706134094,0,0,0,0.001185429266,Labour,Labour,SAME,0.008559201141,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Cotswolds South,E14001482,Geoffrey Clifton-Brown,CON,0.3200197336,0.2288899852,0.2831968426,0.1274790331,0.04007893439,0,0,0,0.0003354711396,Conservative,Conservative,SAME,0.03682289097,LibDem,#019EFF,Too close to call,Too close to call Conservative,Conservative-LibDem
Coventry East,E14001180,Colleen Fletcher,LAB,0.1974478069,0.5955516185,0.06167400881,0.1027820341,0.03766040988,0,0,0,0.004884121816,Labour,Labour,SAME,0.3981038115,Conservative,#E2585C,Strong,Strong Labour,
Coventry North West,E14001181,Taiwo Owatemi,LAB,0.2131664167,0.5499989133,0.07185238313,0.1208189346,0.04225076612,0,0,0,0.001912586121,Labour,Labour,SAME,0.3368324966,Conservative,#E2585C,Strong,Strong Labour,
Coventry South,E14001182,Zarah Sultana,LAB,0.2098412628,0.5603357817,0.08052957067,0.1027438548,0.0442053091,0,0,0,0.002344220937,Labour,Labour,SAME,0.350494519,Conservative,#E2585C,Strong,Strong Labour,
Cramlington and Killingworth,E14001183,Unknown (changed seat),LAB,0.1718435371,0.5327749454,0.05543892721,0.1933721777,0.04492095454,0,0,0,0.001649458035,Labour,Labour,SAME,0.3394027677,Reform,#E2585C,Strong,Strong Labour,
Crawley,E14001184,Henry Smith,CON,0.2789934856,0.5064684833,0.06422607579,0.1106523534,0.03709055877,0,0,0,0.002569043031,Labour,Labour,SAME,0.2274749977,Conservative,#E2585C,Likely,Likely Labour,
Crewe and Nantwich,E14001185,Kieran Mullan,CON,0.2152274838,0.5157123698,0.05191375219,0.1803363252,0.03507685959,0,0,0,0.001733209533,Labour,Labour,SAME,0.300484886,Conservative,#E2585C,Strong,Strong Labour,
Croydon East,E14001186,Sarah Jones,LAB,0.233487212,0.5885750541,0.06664187105,0.07399304264,0.03730282014,0,0,0,0,Labour,Labour,SAME,0.3550878421,Conservative,#E2585C,Strong,Strong Labour,
Croydon South,E14001187,Chris Philp,CON,0.2940228984,0.4678507684,0.1097906055,0.09161551521,0.0354359845,0,0,0,0.00128422794,Labour,Labour,SAME,0.1738278699,Conservative,#E2585C,Likely,Likely Labour,
Croydon West,E14001188,Steve Reed,LAB,0.168295641,0.6887113267,0.0609735797,0.03550450643,0.04073624884,0,0,0,0.005778697296,Labour,Labour,SAME,0.5204156857,Conservative,#E2585C,Strong,Strong Labour,
Dagenham and Rainham,E14001189,Jon Cruddas,LAB,0.227538912,0.5771562131,0.05373195664,0.1074895978,0.03077002106,0,0,0,0.00331329943,Labour,Labour,SAME,0.3496173011,Conservative,#E2585C,Strong,Strong Labour,
Darlington,E14001190,Peter Gibson,CON,0.2063216553,0.5126296076,0.04951354314,0.1869775727,0.04455762116,0,0,0,0,Labour,Labour,SAME,0.3063079523,Conservative,#E2585C,Strong,Strong Labour,
Dartford,E14001191,Gareth Johnson,CON,0.3209117051,0.419082638,0.08704567954,0.1314759817,0.04148399566,0,0,0,0,Labour,Labour,SAME,0.09817093292,Conservative,#E2585C,Lean,Lean Labour,
Daventry,E14001192,Chris Heaton-Harris,CON,0.2753955201,0.3578673246,0.09498355263,0.2132479637,0.0585056391,0,0,0,0,Labour,Labour,SAME,0.08247180451,Conservative,#E2585C,Lean,Lean Labour,
Derby North,E14001193,Amanda Solloway,CON,0.1915872126,0.5292877173,0.06853617499,0.1646438587,0.04594503646,0,0,0,0,Labour,Labour,SAME,0.3377005048,Conservative,#E2585C,Strong,Strong Labour,
Derby South,E14001194,Margaret Beckett,LAB,0.1807957826,0.5845111083,0.05487636501,0.1404292707,0.03426634869,0,0,0,0.005121124639,Labour,Labour,SAME,0.4037153257,Conservative,#E2585C,Strong,Strong Labour,
Derbyshire Dales,E14001195,Sarah Dines,CON,0.247151448,0.3792530464,0.09481326159,0.207944295,0.06994777655,0,0,0,0.0008901724956,Labour,Labour,SAME,0.1321015984,Conservative,#E2585C,Lean,Lean Labour,
Derbyshire Mid,E14001362,Pauline Latham,CON,0.2428135051,0.4059231687,0.08374972185,0.195537394,0.07112657536,0,0,0,0.0008496348593,Labour,Labour,SAME,0.1631096636,Conservative,#E2585C,Likely,Likely Labour,
Derbyshire North East,E14001391,Lee Rowley,CON,0.2212668142,0.4734164822,0.05210284352,0.2070279244,0.04480248595,0,0,0,0.001383449685,Labour,Labour,SAME,0.252149668,Conservative,#E2585C,Strong,Strong Labour,
Derbyshire South,E14001483,Heather Wheeler,CON,0.2457417051,0.4584404066,0.05653469174,0.1923907853,0.04593727969,0,0,0,0.000955131558,Labour,Labour,SAME,0.2126987015,Conservative,#E2585C,Likely,Likely Labour,
Devon Central,E14001155,Mel Stride,CON,0.2772765198,0.3444515591,0.1414129654,0.1763975396,0.05908376506,0,0,0,0.001377651008,Labour,Labour,SAME,0.06717503929,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Devon North,E14001387,Selaine Saxby,CON,0.2909958725,0.1846599245,0.3375520823,0.1557872499,0.03033978209,0,0,0,0.0006650887111,LibDem,LibDem,SAME,0.04655620978,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Devon South,E14001484,Anthony Mangnall,CON,0.2813226453,0.2702004008,0.2706412826,0.1457915832,0.03154308617,0,0,0,0.000501002004,Conservative,Conservative,SAME,0.01068136273,LibDem,#019EFF,Too close to call,Too close to call Conservative,Conservative-LibDem
Devon South West,E14001495,Gary Streeter,CON,0.2905107522,0.3465144485,0.1162235527,0.1924994706,0.05321217488,0,0,0,0.001039601101,Labour,Labour,SAME,0.05600369636,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Dewsbury and Batley,E14001196,Unknown (changed seat),LAB,0.2306724244,0.5892412091,0.05066008637,0.0633929673,0.03696483652,0,0,0,0.02906847625,Labour,Labour,SAME,0.3585687847,Conservative,#E2585C,Strong,Strong Labour,
Didcot and Wantage,E14001197,David Johnston,CON,0.2712673786,0.2703808181,0.3197259722,0.1112230506,0.02669756196,0,0,0,0.0007052186178,LibDem,LibDem,SAME,0.04845859359,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Doncaster Central,E14001198,Rosie Winterton,LAB,0.1690062978,0.5081486467,0.05615114658,0.2238834671,0.03956540551,0,0,0,0.003245036296,Labour,Labour,SAME,0.2842651796,Reform,#E2585C,Strong,Strong Labour,
Doncaster East and the Isle of Axholme,E14001199,Nick Fletcher,CON,0.2245391874,0.4503740283,0.04913704591,0.2384735736,0.03569158559,0,0,0,0.001784579279,Labour,Labour,SAME,0.2119004547,Reform,#E2585C,Likely,Likely Labour,
Doncaster North,E14001200,Ed Miliband,LAB,0.3198608411,0.5508288141,0.06430983321,0,0.06131689348,0,0,0,0.003683618132,Labour,Labour,SAME,0.230967973,Conservative,#E2585C,Likely,Likely Labour,
Dorking and Horley,E14001201,Paul Beresford,CON,0.3041810908,0.2236479343,0.3214900189,0.1147156983,0.03596525777,0,0,0,0,LibDem,LibDem,SAME,0.01730892809,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Dorset Mid and Poole North,E14001363,Michael Tomlinson,CON,0.4101951567,0.2151925559,0.3265455526,0,0.04773922592,0,0,0,0.0003275088138,LibDem,Conservative,DIFF,0.0836496041,LibDem,#019EFF,Lean,Lean Conservative,
Dorset North,E14001388,Simon Hoare,CON,0.3184290399,0.267360616,0.16779043,0.2046607321,0.0406184433,0,0,0,0.001140738628,Conservative,Conservative,SAME,0.05106842395,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Dorset South,E14001485,Richard Drax,CON,0.267225147,0.3652922415,0.1011028705,0.2006494255,0.06367444184,0,0,0,0.00205587365,Labour,Labour,SAME,0.09806709449,Conservative,#E2585C,Lean,Lean Labour,
Dorset West,E14001575,Chris Loder,CON,0.3788071183,0.2286387309,0.3362778115,0,0.05592668249,0,0,0,0.0003496567843,LibDem,Conservative,DIFF,0.04252930676,LibDem,#019EFF,Too close to call,Too close to call Conservative,Conservative-LibDem
Dover and Deal,E14001202,Natalie Elphicke,CON,0.250882654,0.4693839179,0.06093968705,0.1752146573,0.04073787787,0,0,0,0.002841205841,Labour,Labour,SAME,0.2185012639,Conservative,#E2585C,Likely,Likely Labour,
Droitwich and Evesham,E14001203,Nigel Huddleston,CON,0.3090923864,0.3245307549,0.1176972455,0.2024254489,0.04477126838,0,0,0,0.001482895913,Labour,Labour,SAME,0.01543836841,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Dudley,E14001204,Marco Longhi,CON,0.2816677597,0.4773999899,0.05337234526,0.1569136861,0.02809867326,0,0,0,0.00254754578,Labour,Labour,SAME,0.1957322302,Conservative,#E2585C,Likely,Likely Labour,
Dulwich and West Norwood,E14001205,Helen Hayes,LAB,0.1282576322,0.667556052,0.05088111194,0.0351824274,0.1107181269,0,0,0,0.007404649624,Labour,Labour,SAME,0.5392984198,Conservative,#E2585C,Strong,Strong Labour,
Dunstable and Leighton Buzzard,E14001206,Andrew Selous,CON,0.2879591479,0.3894538441,0.09807574296,0.1668931358,0.05610589989,0,0,0,0.001512229333,Labour,Labour,SAME,0.1014946962,Conservative,#E2585C,Lean,Lean Labour,
Durham North,E14001389,Kevan Jones,LAB,0.1510248351,0.5304351676,0.05686396033,0.2127141529,0.04566381867,0,0,0,0.00329806543,Labour,Labour,SAME,0.3177210147,Reform,#E2585C,Strong,Strong Labour,
"Durham, City of",E14001173,Mary Foy,LAB,0.1534239635,0.5159587942,0.1075318754,0.1687494723,0.05220383349,0,0,0,0.002132061133,Labour,Labour,SAME,0.347209322,Reform,#E2585C,Strong,Strong Labour,
Ealing Central and Acton,E14001207,Rupa Huq,LAB,0.1726110226,0.5974588389,0.1198880582,0.05580749275,0.04933202598,0,0,0,0.004902561588,Labour,Labour,SAME,0.4248478163,Conservative,#E2585C,Strong,Strong Labour,
Ealing North,E14001208,James Murray,LAB,0.2093203353,0.6184402332,0.0740023688,0.04794551749,0.04596392128,0,0,0,0.004327623907,Labour,Labour,SAME,0.409119898,Conservative,#E2585C,Strong,Strong Labour,
Ealing Southall,E14001209,Virendra Sharma,LAB,0.1789121712,0.623851984,0.08455193937,0.04810521623,0.06005349978,0,0,0,0.004525189478,Labour,Labour,SAME,0.4449398128,Conservative,#E2585C,Strong,Strong Labour,
Earley and Woodley,E14001210,Unknown (new seat),CON,0.3317841179,0.4508661522,0.1730080722,0,0.04254041673,0,0,0,0.001801240855,Labour,Labour,SAME,0.1190820343,Conservative,#E2585C,Lean,Lean Labour,
Easington,E14001211,Grahame Morris,LAB,0.1326980766,0.5404724092,0.0450477703,0.2413723562,0.03619955129,0,0,0,0.004209836396,Labour,Labour,SAME,0.2991000529,Reform,#E2585C,Strong,Strong Labour,
East Grinstead and Uckfield,E14001212,Unknown (new seat),CON,0.4301129898,0.3165745407,0.1869817916,0,0.0651316859,0,0,0,0.001198992034,Conservative,Conservative,SAME,0.113538449,Labour,#019EFF,Lean,Lean Conservative,
East Ham,E14001213,Stephen Timms,LAB,0.1284009663,0.7181620751,0.04894951319,0.02908664991,0.0566604036,0,0,0,0.01874039189,Labour,Labour,SAME,0.5897611088,Conservative,#E2585C,Strong,Strong Labour,
Eastbourne,E14001219,Caroline Ansell,CON,0.2381484794,0.157728899,0.4348674581,0.1525857863,0.01616116442,0,0,0,0.0005082127175,LibDem,LibDem,SAME,0.1967189787,Conservative,#F8A936,Likely,Likely LibDem,
Eastleigh,E14001220,Paul Holmes,CON,0.2815225675,0.1975611821,0.3761326107,0.1201202473,0.02426115674,0,0,0,0.000402235583,LibDem,LibDem,SAME,0.09461004319,Conservative,#F8A936,Lean,Lean LibDem,
Edmonton and Winchmore Hill,E14001221,Kate Osamor,LAB,0.1969834959,0.6363313268,0.06008574158,0.05901952509,0.0411381861,0,0,0,0.006441724605,Labour,Labour,SAME,0.4393478309,Conservative,#E2585C,Strong,Strong Labour,
Ellesmere Port and Bromborough,E14001222,Justin Madders,LAB,0.1393319728,0.6192994877,0.05185123485,0.1444338012,0.04266794386,0,0,0,0.002415559535,Labour,Labour,SAME,0.4748656866,Reform,#E2585C,Strong,Strong Labour,
Eltham and Chislehurst,E14001223,Unknown (changed seat),CON,0.2280598831,0.5425765378,0.07231167025,0.1101840384,0.04476022858,0,0,0,0.002107641831,Labour,Labour,SAME,0.3145166547,Conservative,#E2585C,Strong,Strong Labour,
Ely and East Cambridgeshire,E14001224,Lucy Frazer,CON,0.2879837957,0.2539071033,0.2987469468,0.1293365371,0.02950930357,0,0,0,0.0005163135215,LibDem,LibDem,SAME,0.0107631511,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Enfield North,E14001225,Feryal Clark,LAB,0.2101483964,0.614539362,0.0598372427,0.06945471953,0.04164672092,0,0,0,0.004373558466,Labour,Labour,SAME,0.4043909657,Conservative,#E2585C,Strong,Strong Labour,
Epping Forest,E14001226,Eleanor Laing,CON,0.4386205695,0.3705640154,0.1240877503,0,0.06544234582,0,0,0,0.001285319042,Labour,Conservative,DIFF,0.06805655404,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Epsom and Ewell,E14001227,Chris Grayling,CON,0.3055792204,0.2738304841,0.283599326,0.09770735124,0.03862100301,0,0,0,0.0006626152477,Conservative,Conservative,SAME,0.02197989436,LibDem,#019EFF,Too close to call,Too close to call Conservative,Conservative-LibDem
Erewash,E14001228,Maggie Throup,CON,0.2157265637,0.4966085592,0.0468836305,0.1905614105,0.04827555732,0,0,0,0.001944278739,Labour,Labour,SAME,0.2808819955,Conservative,#E2585C,Strong,Strong Labour,
Erith and Thamesmead,E14001229,Abena Oppong-Asare,LAB,0.1942978847,0.6456750085,0.05406844475,0.06338641754,0.03814318215,0,0,0,0.004429062394,Labour,Labour,SAME,0.4513771238,Conservative,#E2585C,Strong,Strong Labour,
Esher and Walton,E14001230,Dominic Raab,CON,0.2815377841,0.1851773851,0.4356033773,0.08121613601,0.01606325745,0,0,0,0.0004020600793,LibDem,LibDem,SAME,0.1540655932,Conservative,#F8A936,Likely,Likely LibDem,
Essex North West,E14001402,Kemi Badenoch,CON,0.3091094787,0.2948304985,0.171269199,0.1742349845,0.04959343206,0,0,0,0.0009624071964,Conservative,Conservative,SAME,0.01427898024,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Exeter,E14001231,Ben Bradshaw,LAB,0.1546697414,0.5927153681,0.04362955032,0.1102577829,0.09510377203,0,0,0,0.003623785208,Labour,Labour,SAME,0.4380456268,Conservative,#E2585C,Strong,Strong Labour,
Exmouth and Exeter East,E14001232,Simon Jupp,CON,0.2995567954,0.2969920583,0.2534365228,0.1034443969,0.04398299174,0,0,0,0.002587234808,Conservative,Conservative,SAME,0.002564737114,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Fareham and Waterlooville,E14001233,Suella Braverman,CON,0.288624165,0.3120052516,0.1568328378,0.1903502336,0.05114492026,0,0,0,0.001042591806,Labour,Labour,SAME,0.02338108661,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Farnham and Bordon,E14001234,Jeremy Hunt,CON,0.3070640351,0.2075703042,0.3638215402,0.09763477435,0.02363248032,0,0,0,0.0002768658783,LibDem,LibDem,SAME,0.05675750504,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Faversham and Kent Mid,E14001235,Helen Whately,CON,0.3102245718,0.3424331949,0.1151069548,0.1799018192,0.05053421889,0,0,0,0.001799240321,Labour,Labour,SAME,0.03220862303,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Feltham and Heston,E14001236,Seema Malhotra,LAB,0.2273251493,0.5852277096,0.06894077244,0.07311822445,0.04238960506,0,0,0,0.002998539173,Labour,Labour,SAME,0.3579025603,Conservative,#E2585C,Strong,Strong Labour,
Filton and Bradley Stoke,E14001237,Jack Lopresti,CON,0.2539017891,0.4937190712,0.09438311551,0.1202470076,0.03774901662,0,0,0,0,Labour,Labour,SAME,0.2398172821,Conservative,#E2585C,Likely,Likely Labour,
Finchley and Golders Green,E14001238,Mike Freer,CON,0.2794934144,0.3900303951,0.2493819656,0.05298885512,0.02776089159,0,0,0,0.0003444782168,Labour,Labour,SAME,0.1105369807,Conservative,#E2585C,Lean,Lean Labour,
Folkestone and Hythe,E14001239,Damian Collins,CON,0.2781804836,0.3633756939,0.1117814378,0.1884892416,0.05592512731,0,0,0,0.002248015782,Labour,Labour,SAME,0.08519521035,Conservative,#E2585C,Lean,Lean Labour,
Forest of Dean,E14001240,Mark Harper,CON,0.2861059946,0.3845026792,0.05391828533,0.1843812793,0.08791024782,0,0,0,0.003181513731,Labour,Labour,SAME,0.09839668453,Conservative,#E2585C,Lean,Lean Labour,
Frome and East Somerset,E14001241,Unknown (new seat),CON,0.2850043847,0.2262496346,0.3125443688,0.1086357373,0.0610514887,0,0,0,0.006514385936,LibDem,LibDem,SAME,0.02753998413,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Fylde,E14001242,Mark Menzies,CON,0.2732486203,0.3893787929,0.08847732584,0.1926272168,0.05499145668,0,0,0,0.001276587387,Labour,Labour,SAME,0.1161301726,Conservative,#E2585C,Lean,Lean Labour,
Gainsborough,E14001243,Edward Leigh,CON,0.2657697121,0.3614935336,0.0881935753,0.2426574885,0.04009178139,0,0,0,0.001793909053,Labour,Labour,SAME,0.09572382144,Conservative,#E2585C,Lean,Lean Labour,
Gateshead Central and Whickham,E14001244,Ian Mearns,LAB,0.1672077543,0.5499941609,0.07597804508,0.1544552143,0.04921172486,0,0,0,0.003153100549,Labour,Labour,SAME,0.3827864066,Conservative,#E2585C,Strong,Strong Labour,
Gedling,E14001245,Tom Randall,CON,0.1822318102,0.5503628162,0.04814669543,0.1674838204,0.05046087468,0,0,0,0.001313983134,Labour,Labour,SAME,0.3681310061,Conservative,#E2585C,Strong,Strong Labour,
Gillingham and Rainham,E14001246,Rehman Chishti,CON,0.2907216007,0.4587639838,0.06707504553,0.148317211,0.03242591235,0,0,0,0.002696246541,Labour,Labour,SAME,0.1680423831,Conservative,#E2585C,Likely,Likely Labour,
Glastonbury and Somerton,E14001247,David Warburton,CON,0.2859681385,0.1132921462,0.4401719115,0.09244374651,0.06812405728,0,0,0,0,LibDem,LibDem,SAME,0.154203773,Conservative,#F8A936,Likely,Likely LibDem,
Gloucester,E14001248,Richard Graham,CON,0.2633678474,0.4861253406,0.07138964578,0.1409700272,0.03557493188,0,0,0,0.002572207084,Labour,Labour,SAME,0.2227574932,Conservative,#E2585C,Likely,Likely Labour,
Godalming and Ash,E14001249,Unknown (new seat),CON,0.3124441738,0.2096224117,0.3461429151,0.1062119367,0.02505075112,0,0,0,0.0005278116119,LibDem,LibDem,SAME,0.03369874137,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Goole and Pocklington,E14001250,David Davis,CON,0.293974585,0.3616059666,0.08052127034,0.208305466,0.05391054093,0,0,0,0.001682171014,Labour,Labour,SAME,0.06763138161,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Gorton and Denton,E14001251,Afzal Khan,LAB,0.1315389472,0.6720295583,0.06152515025,0.0919954166,0.04291092767,0,0,0,0,Labour,Labour,SAME,0.540490611,Conservative,#E2585C,Strong,Strong Labour,
Gosport,E14001252,Caroline Dinenage,CON,0.29506489,0.3421155432,0.1070141933,0.202113807,0.05247623595,0,0,0,0.001215330526,Labour,Labour,SAME,0.04705065324,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Grantham and Bourne,E14001253,Gareth Davies,CON,0.2699845613,0.3648897847,0.08362638305,0.2195728622,0.06072561969,0,0,0,0.00120078909,Labour,Labour,SAME,0.09490522343,Conservative,#E2585C,Lean,Lean Labour,
Gravesham,E14001254,Adam Holloway,CON,0.3162884161,0.4501182033,0.06111111111,0.1408037825,0.031678487,0,0,0,0,Labour,Labour,SAME,0.1338297872,Conservative,#E2585C,Lean,Lean Labour,
Great Grimsby and Cleethorpes,E14001255,Lia Nici,CON,0.2170431457,0.4700848572,0.04768734313,0.2288275368,0.03408629138,0,0,0,0.002270825864,Labour,Labour,SAME,0.2412573204,Reform,#E2585C,Likely,Likely Labour,
Great Yarmouth,E14001256,Brandon Lewis,CON,0.2613053103,0.4307329295,0.04935658858,0.2157435112,0.03996691722,0,0,0,0.002894743244,Labour,Labour,SAME,0.1694276193,Conservative,#E2585C,Likely,Likely Labour,
Greenwich and Woolwich,E14001257,Matthew Pennycook,LAB,0.1576791001,0.6274481942,0.09679100059,0.0544937833,0.05880402605,0,0,0,0.004783895796,Labour,Labour,SAME,0.4697690941,Conservative,#E2585C,Strong,Strong Labour,
Guildford,E14001258,Angela Richardson,CON,0.264971221,0.1988814957,0.4236845328,0.09070498428,0.02036984121,0,0,0,0.001387925052,LibDem,LibDem,SAME,0.1587133118,Conservative,#F8A936,Likely,Likely LibDem,
Hackney North and Stoke Newington,E14001259,Diane Abbott,LAB,0.1233545023,0.6845060352,0.06489464609,0.03351978803,0.08621777348,0,0,0,0.00750725491,Labour,Labour,SAME,0.561151533,Conservative,#E2585C,Strong,Strong Labour,
Hackney South and Shoreditch,E14001260,Meg Hillier,LAB,0.1110174984,0.7095917045,0.06619140203,0.02994167207,0.07375243033,0,0,0,0.00950529272,Labour,Labour,SAME,0.5985742061,Conservative,#E2585C,Strong,Strong Labour,
Halesowen,E14001261,James Morris,CON,0.2732214152,0.4820097167,0.0612343066,0.1516186445,0.03191591707,0,0,0,0,Labour,Labour,SAME,0.2087883015,Conservative,#E2585C,Likely,Likely Labour,
Halifax,E14001262,Holly Lynch,LAB,0.1892084251,0.5479415493,0.05099975534,0.1632748382,0.04317074798,0,0,0,0.00540468406,Labour,Labour,SAME,0.3587331243,Conservative,#E2585C,Strong,Strong Labour,
Hamble Valley,E14001263,Unknown (new seat),CON,0.3099442652,0.2849320426,0.1909650924,0.1753202308,0.03784100909,0,0,0,0.0009973599296,Conservative,Conservative,SAME,0.02501222255,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Hammersmith and Chiswick,E14001264,Andy Slaughter,LAB,0.179335544,0.5956026781,0.1044416753,0.06378440028,0.05267493189,0,0,0,0.004160770482,Labour,Labour,SAME,0.4162671341,Conservative,#E2585C,Strong,Strong Labour,
Hampshire East,E14001214,Damian Hinds,CON,0.3115663943,0.2757489478,0.1883304448,0.1724849385,0.05061071222,0,0,0,0.00125856235,Conservative,Conservative,SAME,0.03581744656,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Hampshire North East,E14001392,Ranil Jayawardena,CON,0.3236094229,0.2769770986,0.2061893461,0.1545985993,0.03700488125,0,0,0,0.001620651734,Conservative,Conservative,SAME,0.04663232428,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Hampshire North West,E14001403,Kit Malthouse,CON,0.3039353981,0.3256260861,0.1495042421,0.1725033221,0.04712255954,0,0,0,0.001308392109,Labour,Labour,SAME,0.02169068793,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Hampstead and Highgate,E14001265,Tulip Siddiq,LAB,0.172335555,0.4945201872,0.2300711059,0.04602637603,0.05601361344,0,0,0,0.00103316249,Labour,Labour,SAME,0.2644490813,LibDem,#E2585C,Strong,Strong Labour,
"Harborough, Oadby and Wigston",E14001266,Neil O'Brien,CON,0.2658849306,0.3760447943,0.1436744299,0.1608577457,0.05254402337,0,0,0,0.0009940761178,Labour,Labour,SAME,0.1101598637,Conservative,#E2585C,Lean,Lean Labour,
Harlow,E14001267,Robert Halfon,CON,0.2881202936,0.4595814429,0.05758130033,0.1655699931,0.02738912512,0,0,0,0.001757844977,Labour,Labour,SAME,0.1714611493,Conservative,#E2585C,Likely,Likely Labour,
Harpenden and Berkhamsted,E14001268,Unknown (new seat),CON,0.3009301293,0.2541210177,0.3069023263,0.1026774005,0.03375501886,0,0,0,0.001614107298,LibDem,LibDem,SAME,0.005972197002,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Harrogate and Knaresborough,E14001269,Andrew Jones,CON,0.2724705518,0.2192994333,0.3507862517,0.1360321851,0.02085066053,0,0,0,0.0005609175838,LibDem,LibDem,SAME,0.07831569989,Conservative,#F8A936,Lean,Lean LibDem,
Harrow East,E14001270,Bob Blackman,CON,0.3319344092,0.4958032276,0.07539047289,0.06507160472,0.03069701034,0,0,0,0.001103275213,Labour,Labour,SAME,0.1638688184,Conservative,#E2585C,Likely,Likely Labour,
Harrow West,E14001271,Gareth Thomas,LAB,0.2208184504,0.5983375226,0.08160250474,0.05238788199,0.04464876306,0,0,0,0.002204877188,Labour,Labour,SAME,0.3775190722,Conservative,#E2585C,Strong,Strong Labour,
Hartlepool,E14001272,Mike Hill,LAB,0.3272611566,0.3879829237,0.02991011057,0.1556492456,0.018640787,0,0,0.04849786546,0.03205791107,Labour,Labour,SAME,0.06072176703,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Harwich and North Essex,E14001273,Bernard Jenkin,CON,0.2722945033,0.3684316692,0.108623298,0.1904589007,0.06019162885,0,0,0,0,Labour,Labour,SAME,0.09613716591,Conservative,#E2585C,Lean,Lean Labour,
Hastings and Rye,E14001274,Sally-Ann Hart,CON,0.2133518833,0.5314769728,0.06407921926,0.1509094257,0.03727724697,0,0,0,0.002905251959,Labour,Labour,SAME,0.3181250895,Conservative,#E2585C,Strong,Strong Labour,
Havant,E14001275,Alan Mak,CON,0.2933110521,0.3352714953,0.1112764399,0.2114046333,0.04873637945,0,0,0,0,Labour,Labour,SAME,0.04196044318,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
