PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other
E14001143,Burton and Uttoxeter,West Midlands,29.208211352,40.669229660,6.134557826,11.755385532,9.996779074,0.000000000,0.000000000,2.235836557,  23.31 ,  31.98 ,  2.14 ,  4.65 ,  4.83 ,  -   ,  -   ,  0.46 ,  35.72 ,  50.21 ,  12.29 ,  22.29 ,  17.20 ,  -   ,  -   ,  5.92 
E14001144,Bury North,North West,25.479992510,52.780674371,2.075191293,2.813835904,11.518871478,0.000000000,0.000000000,5.331434444,  20.45 ,  43.29 ,  0.54 ,  0.51 ,  5.92 ,  -   ,  -   ,  1.35 ,  31.00 ,  61.47 ,  5.31 ,  7.98 ,  18.84 ,  -   ,  -   ,  12.41 
E14001145,Bury South,North West,22.520961221,56.986927750,2.697829985,4.090402018,11.503061845,0.000000000,0.000000000,2.200817182,  17.99 ,  48.38 ,  0.69 ,  0.88 ,  6.47 ,  -   ,  -   ,  0.50 ,  27.37 ,  65.49 ,  6.30 ,  11.06 ,  18.50 ,  -   ,  -   ,  5.97 
E14001146,Bury St Edmunds and Stowmarket,East of England,29.335315601,27.618794820,1.384631210,20.604594474,18.094203339,0.000000000,0.000000000,2.962460557,  22.05 ,  19.16 ,  0.30 ,  10.86 ,  9.95 ,  -   ,  -   ,  0.58 ,  36.53 ,  36.99 ,  3.83 ,  31.18 ,  28.78 ,  -   ,  -   ,  8.74 
E14001147,Calder Valley,Yorkshire and The Humber,31.084976002,54.329816367,2.901819677,0.174532892,9.838636730,0.000000000,0.000000000,1.670218332,  24.77 ,  46.43 ,  0.79 ,  0.01 ,  4.40 ,  -   ,  -   ,  0.32 ,  37.58 ,  62.43 ,  7.07 ,  0.80 ,  17.53 ,  -   ,  -   ,  4.93 
E14001148,Camborne and Redruth,South West,22.909084691,53.045357831,6.491678833,1.302144617,14.679032154,0.000000000,0.000000000,1.572701874,  17.25 ,  43.94 ,  2.45 ,  0.18 ,  7.79 ,  -   ,  -   ,  0.36 ,  28.49 ,  61.53 ,  13.64 ,  3.97 ,  24.02 ,  -   ,  -   ,  4.44 
E14001149,Cambridge,East of England,9.845901317,52.245455370,18.595864797,13.520853077,0.000000000,0.000000000,0.000000000,5.791925439,  6.15 ,  39.67 ,  7.97 ,  5.16 ,  -   ,  -   ,  -   ,  1.19 ,  14.18 ,  64.66 ,  32.21 ,  26.69 ,  -   ,  -   ,  -   ,  14.58 
E14001150,Cannock Chase,West Midlands,30.519601606,42.902924871,0.063058445,7.806745708,18.707669370,0.000000000,0.000000000,0.000000000,  22.91 ,  32.82 ,  0.01 ,  1.84 ,  8.86 ,  -   ,  -   ,  -   ,  39.20 ,  53.10 ,  0.20 ,  18.45 ,  30.67 ,  -   ,  -   ,  -   
E14001151,Canterbury,South East,26.869137645,59.130254426,4.326181614,0.169551996,8.158745750,0.000000000,0.000000000,1.346128569,  21.01 ,  50.59 ,  1.12 ,  0.01 ,  3.51 ,  -   ,  -   ,  0.22 ,  32.98 ,  66.92 ,  10.84 ,  0.73 ,  15.49 ,  -   ,  -   ,  3.80 
E14001152,Carlisle,North West,25.767916450,44.346022864,10.986736139,3.709798241,13.306588103,0.000000000,0.000000000,1.882938204,  20.22 ,  33.99 ,  4.35 ,  0.65 ,  6.39 ,  -   ,  -   ,  0.38 ,  32.24 ,  54.02 ,  20.38 ,  9.21 ,  22.85 ,  -   ,  -   ,  4.98 
E14001153,Carshalton and Wallington,London,22.232870935,22.551401124,35.069247576,8.545374482,9.025775633,0.000000000,0.000000000,2.575330250,  15.21 ,  12.90 ,  18.70 ,  2.00 ,  4.17 ,  -   ,  -   ,  0.51 ,  29.80 ,  35.55 ,  53.05 ,  21.59 ,  16.54 ,  -   ,  -   ,  7.04 
E14001154,Castle Point,East of England,34.059830889,39.722388284,4.822847544,0.004327347,21.390605936,0.000000000,0.000000000,0.000000000,  24.93 ,  29.81 ,  0.94 ,  -   ,  10.49 ,  -   ,  -   ,  -   ,  43.67 ,  50.93 ,  12.50 ,  0.03 ,  36.69 ,  -   ,  -   ,  -   
E14001155,Central Devon,South West,26.444196201,31.607953276,12.556134945,9.470656303,18.813821932,0.000000000,0.000000000,1.107237343,  19.11 ,  23.05 ,  5.52 ,  3.25 ,  10.33 ,  -   ,  -   ,  0.19 ,  33.59 ,  39.74 ,  22.79 ,  19.03 ,  29.66 ,  -   ,  -   ,  3.55 
E14001156,Central Suffolk and North Ipswich,East of England,28.756089864,36.141513695,6.313981509,7.792444106,17.916892289,0.000000000,0.000000000,3.079078537,  21.63 ,  26.48 ,  2.02 ,  2.02 ,  9.75 ,  -   ,  -   ,  0.60 ,  35.47 ,  45.83 ,  13.69 ,  17.73 ,  29.47 ,  -   ,  -   ,  9.02 
E14001157,Chatham and Aylesford,South East,30.938420595,34.990236774,4.690671204,3.147148362,24.291516976,0.000000000,0.000000000,1.942006090,  24.31 ,  26.75 ,  1.44 ,  0.60 ,  14.37 ,  -   ,  -   ,  0.30 ,  38.36 ,  43.45 ,  10.21 ,  7.96 ,  35.39 ,  -   ,  -   ,  5.50 
E14001158,Cheadle,North West,19.081097576,19.492278324,52.623675803,0.315147300,7.278280545,0.000000000,0.000000000,1.209520452,  13.77 ,  11.96 ,  39.83 ,  0.02 ,  3.32 ,  -   ,  -   ,  0.21 ,  25.36 ,  28.16 ,  65.46 ,  1.40 ,  12.64 ,  -   ,  -   ,  3.58 
E14001159,Chelmsford,East of England,33.967636748,32.041356218,19.776650916,0.909596270,10.800371886,0.000000000,0.000000000,2.504387961,  27.31 ,  22.50 ,  10.62 ,  0.11 ,  5.39 ,  -   ,  -   ,  0.48 ,  40.91 ,  41.16 ,  31.08 ,  3.23 ,  18.14 ,  -   ,  -   ,  6.63 
E14001160,Chelsea and Fulham,London,36.955997354,35.631653337,13.301581835,1.665657958,10.892641902,0.000000000,0.000000000,1.552467615,  28.82 ,  26.34 ,  5.28 ,  0.21 ,  4.81 ,  -   ,  -   ,  0.27 ,  44.54 ,  44.78 ,  23.56 ,  5.91 ,  19.47 ,  -   ,  -   ,  4.49 
E14001161,Cheltenham,South West,29.566634539,11.958789968,55.595520728,1.815939619,0.000000000,0.000000000,0.000000000,1.063115146,  20.80 ,  6.53 ,  40.83 ,  0.25 ,  -   ,  -   ,  -   ,  0.15 ,  39.06 ,  19.34 ,  68.48 ,  5.26 ,  -   ,  -   ,  -   ,  3.37 
E14001162,Chesham and Amersham,South East,25.159921775,17.438973630,43.819892888,5.498319803,6.646691872,0.000000000,0.000000000,1.436200032,  18.50 ,  11.97 ,  33.67 ,  1.73 ,  3.16 ,  -   ,  -   ,  0.29 ,  31.78 ,  23.54 ,  54.86 ,  11.00 ,  11.81 ,  -   ,  -   ,  4.20 
E14001163,Chester North and Neston,North West,20.960960359,54.566672915,6.589546422,7.386994183,10.495826120,0.000000000,0.000000000,0.000000000,  15.69 ,  41.18 ,  1.64 ,  1.00 ,  4.75 ,  -   ,  -   ,  -   ,  26.74 ,  65.26 ,  14.61 ,  19.93 ,  19.15 ,  -   ,  -   ,  -   
E14001164,Chester South and Eddisbury,North West,28.192405790,46.202052306,11.116087460,2.387080676,10.850007083,0.000000000,0.000000000,1.252366686,  21.94 ,  35.54 ,  4.09 ,  0.27 ,  4.78 ,  -   ,  -   ,  0.26 ,  34.56 ,  56.60 ,  23.52 ,  7.48 ,  20.01 ,  -   ,  -   ,  3.41 
E14001165,Chesterfield,East Midlands,16.090860416,56.424336466,8.232879122,2.965235226,13.835889124,0.000000000,0.000000000,2.450799645,  12.26 ,  45.84 ,  3.09 ,  0.54 ,  6.74 ,  -   ,  -   ,  0.43 ,  20.55 ,  65.52 ,  15.83 ,  8.39 ,  22.95 ,  -   ,  -   ,  6.77 
E14001166,Chichester,South East,28.238414434,19.819870293,37.109366233,2.107335855,12.046721043,0.000000000,0.000000000,0.678292141,  22.85 ,  14.54 ,  29.46 ,  0.65 ,  7.21 ,  -   ,  -   ,  0.15 ,  33.80 ,  25.37 ,  45.44 ,  4.38 ,  18.56 ,  -   ,  -   ,  1.78 
E14001167,Chingford and Woodford Green,London,31.581723846,51.872657282,2.379396908,0.422396168,11.264807248,0.000000000,0.000000000,2.479018547,  25.27 ,  43.33 ,  0.59 ,  0.03 ,  5.40 ,  -   ,  -   ,  0.47 ,  38.48 ,  60.01 ,  6.14 ,  1.45 ,  19.28 ,  -   ,  -   ,  7.19 
E14001168,Chippenham,South West,26.283009909,19.250266745,31.217484435,5.208761061,17.147731665,0.000000000,0.000000000,0.892746186,  19.31 ,  12.45 ,  18.50 ,  1.10 ,  8.38 ,  -   ,  -   ,  0.16 ,  33.37 ,  27.12 ,  44.74 ,  12.05 ,  26.99 ,  -   ,  -   ,  2.56 
E14001169,Chipping Barnet,London,31.029450551,48.963621191,5.480512476,5.373852646,6.472120667,0.000000000,0.000000000,2.680442467,  25.70 ,  39.99 ,  1.65 ,  1.39 ,  3.14 ,  -   ,  -   ,  0.53 ,  37.18 ,  57.33 ,  12.16 ,  12.47 ,  11.25 ,  -   ,  -   ,  7.36 
E14001171,Christchurch,South West,27.757218055,25.864808850,18.812798865,3.910773801,20.058667503,0.000000000,0.000000000,3.595732927,  19.75 ,  16.67 ,  6.95 ,  0.47 ,  10.46 ,  -   ,  -   ,  0.84 ,  36.68 ,  37.23 ,  34.12 ,  12.23 ,  32.69 ,  -   ,  -   ,  10.37 
E14001172,Cities of London and Westminster,London,29.197278038,31.303702926,18.608004947,8.458465909,8.896263591,0.000000000,0.000000000,3.536284589,  18.97 ,  17.53 ,  4.70 ,  0.66 ,  3.17 ,  -   ,  -   ,  0.45 ,  39.45 ,  45.44 ,  40.98 ,  33.62 ,  20.04 ,  -   ,  -   ,  11.35 
E14001173,City of Durham,North East,14.834022259,55.655183460,8.422086769,5.107088308,14.183827471,0.000000000,0.000000000,1.797791734,  10.71 ,  44.87 ,  2.70 ,  1.11 ,  7.23 ,  -   ,  -   ,  0.33 ,  19.36 ,  65.55 ,  17.72 ,  12.41 ,  23.54 ,  -   ,  -   ,  5.28 
E14001174,Clacton,East of England,24.912250953,27.265379899,4.052192234,5.292311626,35.693396546,0.000000000,0.000000000,2.784468742,  20.51 ,  22.29 ,  2.16 ,  2.98 ,  29.07 ,  -   ,  -   ,  1.11 ,  29.91 ,  32.04 ,  6.78 ,  8.18 ,  42.12 ,  -   ,  -   ,  5.27 
E14001175,Clapham and Brixton Hill,London,13.678365295,48.947804423,13.238271632,9.222680378,6.532053062,0.000000000,0.000000000,8.380825210,  9.71 ,  35.26 ,  4.43 ,  2.02 ,  2.57 ,  -   ,  -   ,  2.21 ,  18.27 ,  61.95 ,  26.41 ,  21.99 ,  12.92 ,  -   ,  -   ,  20.61 
E14001176,Colchester,East of England,28.695963391,41.414132872,13.101030852,4.221693185,10.703503952,0.000000000,0.000000000,1.863675749,  23.47 ,  32.53 ,  5.43 ,  0.88 ,  5.80 ,  -   ,  -   ,  0.40 ,  34.59 ,  50.31 ,  23.79 ,  10.13 ,  17.63 ,  -   ,  -   ,  5.28 
E14001177,Colne Valley,Yorkshire and The Humber,26.321225793,51.533342258,2.837130466,3.432723156,14.187529225,0.000000000,0.000000000,1.688049103,  20.07 ,  42.46 ,  0.75 ,  0.52 ,  7.65 ,  -   ,  -   ,  0.35 ,  32.88 ,  60.10 ,  6.91 ,  10.03 ,  23.61 ,  -   ,  -   ,  4.79 
E14001178,Congleton,North West,30.190374465,44.170606046,8.344222274,4.102786932,11.214055248,0.000000000,0.000000000,1.977955035,  23.65 ,  34.44 ,  3.03 ,  0.64 ,  5.48 ,  -   ,  -   ,  0.37 ,  38.11 ,  53.10 ,  17.05 ,  11.58 ,  20.39 ,  -   ,  -   ,  5.75 
E14001179,Corby and East Northamptonshire,East Midlands,28.415203983,51.087714833,3.809083688,0.543569712,14.019746133,0.000000000,0.000000000,2.124681652,  22.18 ,  42.09 ,  0.92 ,  0.06 ,  6.45 ,  -   ,  -   ,  0.42 ,  34.98 ,  60.38 ,  10.11 ,  2.30 ,  23.18 ,  -   ,  -   ,  6.11 
E14001180,Coventry East,West Midlands,18.051201128,53.706366547,4.188333739,7.455252061,10.219242742,0.000000000,0.000000000,6.379603782,  13.41 ,  43.63 ,  1.20 ,  2.75 ,  5.41 ,  -   ,  -   ,  2.25 ,  22.65 ,  63.26 ,  9.44 ,  14.39 ,  17.35 ,  -   ,  -   ,  14.68 
E14001181,Coventry North West,West Midlands,21.041549850,53.666364120,7.814713799,4.094136872,10.199166907,0.000000000,0.000000000,3.184068453,  16.09 ,  43.54 ,  2.56 ,  0.90 ,  4.49 ,  -   ,  -   ,  0.73 ,  26.79 ,  63.74 ,  15.98 ,  11.09 ,  19.10 ,  -   ,  -   ,  8.46 
E14001182,Coventry South,West Midlands,20.816828577,52.068745712,8.930295234,5.754853880,8.700802514,0.000000000,0.000000000,3.728474083,  15.85 ,  42.93 ,  3.72 ,  1.58 ,  4.10 ,  -   ,  -   ,  0.89 ,  26.12 ,  61.69 ,  18.20 ,  13.31 ,  15.10 ,  -   ,  -   ,  9.41 
E14001183,Cramlington and Killingworth,North East,14.804464106,51.804319538,4.983636199,12.170620010,13.114114044,0.000000000,0.000000000,3.122846103,  10.47 ,  39.34 ,  1.44 ,  3.88 ,  6.01 ,  -   ,  -   ,  0.67 ,  19.21 ,  63.29 ,  12.19 ,  24.74 ,  22.71 ,  -   ,  -   ,  9.02 
E14001184,Crawley,South East,29.908097860,45.948564777,5.279939866,5.436090304,9.298277916,0.000000000,0.000000000,4.129029277,  24.01 ,  36.95 ,  1.53 ,  1.43 ,  4.13 ,  -   ,  -   ,  1.15 ,  36.15 ,  54.62 ,  11.14 ,  12.08 ,  16.75 ,  -   ,  -   ,  10.44 
E14001185,Crewe and Nantwich,North West,27.827554730,55.468898619,3.292725203,2.010314920,9.174436394,0.000000000,0.000000000,2.226070135,  21.07 ,  46.51 ,  0.82 ,  0.25 ,  4.19 ,  -   ,  -   ,  0.44 ,  34.06 ,  64.58 ,  9.20 ,  7.35 ,  16.22 ,  -   ,  -   ,  6.51 
E14001186,Croydon East,London,23.125262257,51.309603484,5.964933483,5.680474086,13.919726690,0.000000000,0.000000000,0.000000000,  18.01 ,  41.17 ,  1.71 ,  1.44 ,  7.28 ,  -   ,  -   ,  -   ,  28.43 ,  60.54 ,  12.70 ,  14.07 ,  23.20 ,  -   ,  -   ,  -   
E14001187,Croydon South,London,29.762079034,46.190288557,6.188895238,5.621325716,7.693833865,0.000000000,0.000000000,4.543577591,  23.50 ,  36.69 ,  1.74 ,  1.10 ,  3.24 ,  -   ,  -   ,  0.91 ,  36.14 ,  55.56 ,  14.11 ,  15.31 ,  14.25 ,  -   ,  -   ,  13.26 
E14001188,Croydon West,London,15.415222687,52.910762879,10.323985090,5.230466032,8.655250099,0.000000000,0.000000000,7.464313213,  11.38 ,  41.90 ,  4.43 ,  1.23 ,  4.18 ,  -   ,  -   ,  2.24 ,  19.61 ,  63.33 ,  19.97 ,  11.68 ,  15.25 ,  -   ,  -   ,  16.34 
E14001189,Dagenham and Rainham,London,19.514552998,53.261510225,3.512703651,5.777951426,12.384631203,0.000000000,0.000000000,5.548650498,  14.52 ,  42.00 ,  0.96 ,  1.47 ,  6.12 ,  -   ,  -   ,  1.22 ,  25.16 ,  62.91 ,  8.82 ,  13.40 ,  21.24 ,  -   ,  -   ,  14.33 
E14001190,Darlington,North East,24.398894413,48.305835518,2.337731269,8.815221500,16.142317300,0.000000000,0.000000000,0.000000000,  17.80 ,  38.24 ,  0.50 ,  1.76 ,  8.22 ,  -   ,  -   ,  -   ,  31.48 ,  58.13 ,  5.89 ,  20.17 ,  27.49 ,  -   ,  -   ,  -   
E14001191,Dartford,South East,35.955676798,39.706121895,7.268913740,5.669682937,11.399604631,0.000000000,0.000000000,0.000000000,  29.12 ,  31.73 ,  2.71 ,  1.77 ,  5.70 ,  -   ,  -   ,  -   ,  43.53 ,  47.89 ,  14.57 ,  11.88 ,  19.13 ,  -   ,  -   ,  -   
E14001192,Daventry,East Midlands,31.485800502,33.307377228,7.047924628,6.183892089,21.975005553,0.000000000,0.000000000,0.000000000,  24.02 ,  24.24 ,  2.05 ,  1.27 ,  12.40 ,  -   ,  -   ,  -   ,  38.93 ,  42.23 ,  15.78 ,  15.30 ,  32.64 ,  -   ,  -   ,  -   
E14001193,Derby North,East Midlands,24.182057432,49.618661560,4.372648244,3.348073863,18.478558901,0.000000000,0.000000000,0.000000000,  17.65 ,  40.40 ,  1.14 ,  0.55 ,  9.69 ,  -   ,  -   ,  -   ,  30.59 ,  59.07 ,  11.68 ,  9.45 ,  29.48 ,  -   ,  -   ,  -   
E14001194,Derby South,East Midlands,13.480511803,48.381530315,5.159074641,2.699107560,19.469079978,0.000000000,0.000000000,10.810695702,  9.61 ,  38.60 ,  1.69 ,  0.59 ,  10.44 ,  -   ,  -   ,  4.04 ,  17.84 ,  57.71 ,  11.43 ,  6.83 ,  29.38 ,  -   ,  -   ,  21.68 
E14001195,Derbyshire Dales,East Midlands,31.103261986,40.321156053,9.744250147,6.006895058,11.782141879,0.000000000,0.000000000,1.042294878,  24.17 ,  31.00 ,  3.34 ,  1.21 ,  5.61 ,  -   ,  -   ,  0.20 ,  37.41 ,  49.19 ,  19.58 ,  14.75 ,  20.50 ,  -   ,  -   ,  3.32 
E14001196,Dewsbury and Batley,Yorkshire and The Humber,20.136855333,48.610645699,2.486639247,2.000654905,12.110214758,0.000000000,0.000000000,14.654990058,  14.79 ,  36.27 ,  0.54 ,  0.28 ,  6.15 ,  -   ,  -   ,  4.92 ,  25.10 ,  59.96 ,  6.50 ,  6.19 ,  20.88 ,  -   ,  -   ,  29.85 
E14001197,Didcot and Wantage,South East,28.904250785,28.088471920,31.898135691,2.362095202,7.045152399,0.000000000,0.000000000,1.701894003,  23.46 ,  22.15 ,  24.81 ,  0.87 ,  3.68 ,  -   ,  -   ,  0.58 ,  33.67 ,  34.55 ,  39.38 ,  4.82 ,  11.33 ,  -   ,  -   ,  3.70 
E14001198,Doncaster Central,Yorkshire and The Humber,14.435915410,47.285881965,3.752254302,8.929024290,20.927518678,0.000000000,0.000000000,4.669405355,  10.38 ,  35.67 ,  1.05 ,  1.97 ,  10.86 ,  -   ,  -   ,  1.06 ,  18.88 ,  59.45 ,  9.13 ,  21.23 ,  33.89 ,  -   ,  -   ,  12.61 
E14001199,Doncaster East and the Isle of Axholme,Yorkshire and The Humber,22.238889968,50.024765364,2.761815908,4.430046965,18.081541226,0.000000000,0.000000000,2.462940569,  16.97 ,  40.13 ,  0.65 ,  0.73 ,  9.94 ,  -   ,  -   ,  0.51 ,  27.88 ,  60.86 ,  7.17 ,  11.99 ,  28.91 ,  -   ,  -   ,  7.08 
E14001200,Doncaster North,Yorkshire and The Humber,15.174514428,75.241680588,3.664682786,0.327871745,0.000000000,0.000000000,0.000000000,5.591250453,  10.29 ,  63.25 ,  0.84 ,  0.01 ,  -   ,  -   ,  -   ,  1.07 ,  20.64 ,  83.26 ,  9.19 ,  1.32 ,  -   ,  -   ,  -   ,  14.36 
E14001201,Dorking and Horley,South East,30.246539913,14.538907219,37.332809728,7.704876730,10.176866411,0.000000000,0.000000000,0.000000000,  24.72 ,  10.73 ,  30.08 ,  4.29 ,  6.22 ,  -   ,  -   ,  -   ,  35.68 ,  18.93 ,  44.59 ,  12.17 ,  15.82 ,  -   ,  -   ,  -   
E14001202,Dover and Deal,South East,25.744790388,46.857999201,4.074836247,6.282787071,15.294677645,0.000000000,0.000000000,1.744909447,  20.12 ,  37.50 ,  1.27 ,  1.95 ,  8.06 ,  -   ,  -   ,  0.35 ,  31.91 ,  56.09 ,  8.51 ,  13.58 ,  25.29 ,  -   ,  -   ,  4.68 
E14001203,Droitwich and Evesham,West Midlands,38.521398579,28.537239435,6.459683055,10.945761875,14.510074461,0.000000000,0.000000000,1.025842594,  30.33 ,  19.14 ,  1.90 ,  2.92 ,  6.91 ,  -   ,  -   ,  0.16 ,  46.92 ,  38.64 ,  14.90 ,  24.76 ,  24.25 ,  -   ,  -   ,  3.00 
E14001204,Dudley,West Midlands,30.354722438,46.058152152,2.024901363,4.231025567,13.647733355,0.000000000,0.000000000,3.683465125,  23.57 ,  36.76 ,  0.42 ,  1.01 ,  6.78 ,  -   ,  -   ,  0.96 ,  36.77 ,  54.81 ,  5.55 ,  10.35 ,  23.84 ,  -   ,  -   ,  9.46 
E14001205,Dulwich and West Norwood,London,11.826148075,58.794253517,1.459378563,16.348890806,8.037816642,0.000000000,0.000000000,3.533512397,  8.42 ,  46.12 ,  0.30 ,  5.85 ,  3.03 ,  -   ,  -   ,  0.73 ,  15.79 ,  70.26 ,  4.26 ,  31.29 ,  16.66 ,  -   ,  -   ,  9.46 
E14001206,Dunstable and Leighton Buzzard,East of England,29.551345596,40.088841797,10.516261626,5.915305545,11.984554325,0.000000000,0.000000000,1.943691111,  22.96 ,  30.48 ,  3.87 ,  1.46 ,  6.38 ,  -   ,  -   ,  0.38 ,  36.37 ,  49.55 ,  20.03 ,  14.02 ,  20.17 ,  -   ,  -   ,  5.43 
E14001207,Ealing Central and Acton,London,18.172452662,52.735858644,10.122165287,8.377888609,7.007460168,0.000000000,0.000000000,3.584174630,  14.47 ,  42.46 ,  3.37 ,  2.76 ,  3.11 ,  -   ,  -   ,  0.93 ,  22.68 ,  62.90 ,  19.77 ,  17.65 ,  12.68 ,  -   ,  -   ,  8.99 
E14001208,Ealing North,London,15.301784073,57.973257548,7.993762843,5.429848323,6.828734632,0.000000000,0.000000000,6.472612582,  11.53 ,  47.63 ,  2.69 ,  1.49 ,  3.47 ,  -   ,  -   ,  1.58 ,  19.61 ,  67.38 ,  15.46 ,  12.59 ,  11.53 ,  -   ,  -   ,  14.59 
E14001209,Ealing Southall,London,9.725651143,43.545255747,9.508349717,4.187419134,7.790375042,0.000000000,0.000000000,25.242949217,  6.50 ,  30.12 ,  3.00 ,  0.93 ,  3.56 ,  -   ,  -   ,  10.70 ,  13.46 ,  57.15 ,  19.34 ,  10.19 ,  15.01 ,  -   ,  -   ,  44.08 
E14001210,Earley and Woodley,South East,28.803276423,42.675381045,15.790630107,8.977725782,0.000000000,0.000000000,0.000000000,3.752986644,  22.41 ,  31.93 ,  6.94 ,  2.33 ,  -   ,  -   ,  -   ,  0.86 ,  36.56 ,  54.29 ,  27.71 ,  19.97 ,  -   ,  -   ,  -   ,  10.39 
E14001211,Easington,North East,10.079937629,56.296225341,4.494820036,2.173117328,22.568067347,0.000000000,0.000000000,4.387832319,  6.88 ,  45.44 ,  1.08 ,  0.28 ,  12.76 ,  -   ,  -   ,  0.94 ,  14.09 ,  67.00 ,  10.94 ,  7.70 ,  34.32 ,  -   ,  -   ,  12.05 
E14001212,East Grinstead and Uckfield,South East,33.769954454,37.542642698,21.241971849,5.871017889,0.000000000,0.000000000,0.000000000,1.574413109,  25.63 ,  25.94 ,  8.99 ,  1.26 ,  -   ,  -   ,  -   ,  0.27 ,  42.07 ,  49.01 ,  37.09 ,  15.46 ,  -   ,  -   ,  -   ,  4.53 
E14001213,East Ham,London,9.817587288,57.610134557,3.092150727,8.501252096,7.285304342,0.000000000,0.000000000,13.693570990,  6.88 ,  44.74 ,  0.84 ,  2.74 ,  3.00 ,  -   ,  -   ,  4.39 ,  13.23 ,  68.80 ,  7.73 ,  19.16 ,  13.38 ,  -   ,  -   ,  27.13 
E14001214,East Hampshire,South East,29.871764185,18.210100425,35.843319744,3.306495076,11.997182822,0.000000000,0.000000000,0.771137749,  22.57 ,  12.27 ,  23.57 ,  0.62 ,  6.14 ,  -   ,  -   ,  0.15 ,  38.27 ,  25.23 ,  47.90 ,  8.56 ,  21.13 ,  -   ,  -   ,  2.29 
E14001215,East Surrey,South East,30.804789070,26.745217723,17.953442892,6.922415203,16.170121236,0.000000000,0.000000000,1.404013876,  23.59 ,  18.32 ,  7.23 ,  1.20 ,  8.97 ,  -   ,  -   ,  0.29 ,  38.72 ,  36.55 ,  30.56 ,  18.75 ,  26.77 ,  -   ,  -   ,  4.25 
E14001216,East Thanet,South East,27.115940734,43.441008665,4.508374788,6.721820814,16.129179590,0.000000000,0.000000000,2.083675408,  20.79 ,  33.07 ,  1.45 ,  1.69 ,  7.82 ,  -   ,  -   ,  0.44 ,  33.68 ,  52.95 ,  10.24 ,  15.84 ,  26.56 ,  -   ,  -   ,  5.68 
E14001217,East Wiltshire,South West,34.697259318,30.882198514,11.011062350,3.999044620,16.332798388,0.000000000,0.000000000,3.077636810,  26.74 ,  21.45 ,  3.91 ,  0.52 ,  7.94 ,  -   ,  -   ,  0.63 ,  43.81 ,  40.43 ,  21.80 ,  12.29 ,  27.38 ,  -   ,  -   ,  8.53 
E14001218,East Worthing and Shoreham,South East,23.921898943,47.493053544,5.994565150,10.537093888,10.608334252,0.000000000,0.000000000,1.445054223,  18.65 ,  38.09 ,  1.77 ,  3.97 ,  5.78 ,  -   ,  -   ,  0.29 ,  29.35 ,  56.27 ,  13.11 ,  20.58 ,  17.93 ,  -   ,  -   ,  4.39 
E14001219,Eastbourne,South East,18.379548081,10.220458590,55.690310134,2.028918499,12.458878607,0.000000000,0.000000000,1.221886089,  12.94 ,  6.21 ,  44.58 ,  0.40 ,  7.08 ,  -   ,  -   ,  0.24 ,  24.14 ,  15.27 ,  66.34 ,  6.55 ,  20.09 ,  -   ,  -   ,  3.56 
E14001220,Eastleigh,South East,29.192926717,25.271569989,31.684781106,3.565535793,9.125502329,0.000000000,0.000000000,1.159684065,  22.92 ,  17.50 ,  19.79 ,  0.92 ,  4.12 ,  -   ,  -   ,  0.25 ,  36.66 ,  33.88 ,  45.47 ,  8.52 ,  16.61 ,  -   ,  -   ,  3.23 
E14001221,Edmonton and Winchmore Hill,London,17.845946796,57.581531288,4.894233648,5.608305084,7.446892555,0.000000000,0.000000000,6.623090630,  13.64 ,  45.73 ,  1.24 ,  1.07 ,  3.23 ,  -   ,  -   ,  1.66 ,  22.61 ,  67.77 ,  12.23 ,  14.96 ,  14.00 ,  -   ,  -   ,  15.93 
E14001222,Ellesmere Port and Bromborough,North West,15.146887225,60.064555732,3.451692929,6.484273229,12.702333783,0.000000000,0.000000000,2.150257101,  11.32 ,  49.59 ,  0.98 ,  1.84 ,  6.05 ,  -   ,  -   ,  0.39 ,  19.61 ,  69.06 ,  8.24 ,  14.61 ,  21.86 ,  -   ,  -   ,  6.22 
E14001223,Eltham and Chislehurst,London,21.676526888,49.360882401,5.662664497,8.654969677,9.746719175,0.000000000,0.000000000,4.898237363,  16.87 ,  39.66 ,  2.00 ,  2.60 ,  4.60 ,  -   ,  -   ,  1.63 ,  26.83 ,  57.80 ,  12.20 ,  18.18 ,  17.49 ,  -   ,  -   ,  10.61 
E14001224,Ely and East Cambridgeshire,East of England,28.437777252,25.167601619,30.954432470,2.862769854,11.542266943,0.000000000,0.000000000,1.035151862,  22.07 ,  18.59 ,  21.40 ,  0.67 ,  6.15 ,  -   ,  -   ,  0.18 ,  35.76 ,  32.92 ,  41.22 ,  6.89 ,  18.73 ,  -   ,  -   ,  3.17 
E14001225,Enfield North,London,23.326855908,48.238517598,6.335410966,6.574552523,10.551520649,0.000000000,0.000000000,4.973142355,  18.71 ,  39.48 ,  2.55 ,  2.33 ,  5.57 ,  -   ,  -   ,  1.43 ,  28.17 ,  57.01 ,  12.65 ,  13.18 ,  17.18 ,  -   ,  -   ,  11.44 
