gss_code,name,region,Conservative,Labour,Liberal Democrat,Green Party,Reform UK,Scottish National Party,Plaid Cymru,Other,Winner,Runner Up,Difference,Outcome,winner_2019
E14001222,Ellesmere Port and Bromborough,NW,0.1450911535,0.5572982904,0.07542675708,0.04575636551,0.1623800866,,,0.01404734693,Labour,Reform UK,0.3949182038,Safe Labour,Labour
E14001223,Eltham and Chislehurst,GL,0.2800570002,0.4061349802,0.07822281947,0.061497133,0.1623469083,,,0.01174115882,Labour,Conservative,0.1260779801,Likely Labour,Conservative
E14001224,Ely and East Cambridgeshire,EE,0.2619515136,0.2261558125,0.3178866259,0.03718452074,0.150591625,,,0.006229902251,Liberal Democrat,Conservative,0.05593511235,Lean Liberal Democrat,Conservative
E14001225,Enfield North,GL,0.2237470308,0.4949963724,0.06630771025,0.08563334234,0.1130892525,,,0.01622629165,Labour,Conservative,0.2712493417,Safe Labour,Labour
E14001226,Epping Forest,EE,0.4124816046,0.3212760514,0.1710547048,0.08633599043,,,,0.008657983142,Conservative,Labour,0.09120555328,Lean Conservative,Conservative
E14001227,Epsom and Ewell,SE,0.2805241688,0.2045812378,0.2790422176,0.04427834311,0.1821844396,,,0.009389593147,Conservative,Liberal Democrat,0.00148195122,Marginal,Conservative
E14001228,Erewash,EM,0.3017898535,0.3969625449,0.05463036821,0.04158314119,0.1897194352,,,0.01531465701,Labour,Conservative,0.09517269133,Lean Labour,Conservative
E14001229,Erith and Thamesmead,GL,0.1867719031,0.5447286976,0.06368676547,0.07265358022,0.1186628683,,,0.01349618537,Labour,Conservative,0.3579567945,Safe Labour,Labour
E14001230,Esher and Walton,SE,0.2556036341,0.1207588198,0.4408635115,0.02379529466,0.1538169863,,,0.005161753604,Liberal Democrat,Conservative,0.1852598773,Safe Liberal Democrat,Conservative
E14001231,Exeter,SW,0.1875472045,0.5360993435,0.0387889783,0.09092320984,0.1353920273,,,0.01124923654,Labour,Conservative,0.348552139,Safe Labour,Labour
E14001232,Exmouth and Exeter East,SW,0.2728061004,0.2891298642,0.1262187478,0.04521020356,0.2504829042,,,0.01615217982,Labour,Conservative,0.01632376376,Marginal,Conservative
E14001233,Fareham and Waterlooville,SE,0.284748993,0.2493321743,0.2037778687,0.05807032109,0.1954731072,,,0.008597535767,Conservative,Labour,0.03541681867,Marginal,Conservative
E14001234,Farnham and Bordon,SE,0.3360936909,0.1403489721,0.3363285007,0.02997096153,0.151532865,,,0.005725009837,Liberal Democrat,Conservative,0.0002348097611,Marginal,Conservative
E14001235,Faversham and Mid Kent,SE,0.3211151129,0.2736343849,0.1274459834,0.05195758916,0.2161487203,,,0.009698209366,Conservative,Labour,0.04748072795,Marginal,Conservative
E14001236,Feltham and Heston,GL,0.2139294567,0.5059765001,0.07771760032,0.06119449802,0.1173338055,,,0.02384813934,Labour,Conservative,0.2920470434,Safe Labour,Labour
E14001237,Filton and Bradley Stoke,SW,0.2893064235,0.3782701934,0.09793621077,0.05444731211,0.1705476758,,,,Labour,Conservative,0.08896376991,Lean Labour,Conservative
E14001238,Finchley and Golders Green,GL,0.3131415414,0.2673340555,0.2531993095,0.0453552562,0.1106599013,,,0.01030993609,Conservative,Labour,0.04580748598,Marginal,Conservative
E14001239,Folkestone and Hythe,SE,0.2722053678,0.3361031262,0.1062025101,0.05588580811,0.2184392102,,,0.0111639776,Labour,Conservative,0.06389775846,Lean Labour,Conservative
E14001240,Forest of Dean,SW,0.2683537041,0.3887139178,0.04048252945,0.08742746144,0.202500446,,,0.01252194115,Labour,Conservative,0.1203602137,Likely Labour,Conservative
E14001241,Frome and East Somerset,SW,0.2175818882,0.2910571924,0.2536048194,0.06710990194,0.1630259165,,,0.007620281598,Labour,Liberal Democrat,0.037452373,Marginal,Conservative
E14001242,Fylde,NW,0.3191438832,0.3314296107,0.09196640053,0.04668698126,0.1999902842,,,0.01078284015,Labour,Conservative,0.01228572746,Marginal,Conservative
E14001243,Gainsborough,EM,0.3938545153,0.2702396217,0.09863201005,0.02792965718,0.1997813733,,,0.00956282246,Conservative,Labour,0.1236148936,Likely Conservative,Conservative
E14001244,Gateshead Central and Whickham,NE,0.1771733375,0.504917318,0.09904663197,0.05450305,0.1540484693,,,0.01031119322,Labour,Conservative,0.3277439805,Safe Labour,Labour
E14001245,Gedling,EM,0.2491656206,0.4522088379,0.05209119172,0.05139242805,0.1805520865,,,0.01458983527,Labour,Conservative,0.2030432173,Safe Labour,Conservative
E14001246,Gillingham and Rainham,SE,0.3055394325,0.343307373,0.07455855142,0.04260547542,0.2205940317,,,0.01339513591,Labour,Conservative,0.03776794053,Marginal,Conservative
E14001247,Glastonbury and Somerton,SW,0.2599173097,0.1809891722,0.3388636753,0.03931601838,0.1755598749,,,,Liberal Democrat,Conservative,0.07894636562,Lean Liberal Democrat,Conservative
E14001248,Gloucester,SW,0.2639829921,0.3882141943,0.08571683201,0.05078770799,0.1997625882,,,0.0115356854,Labour,Conservative,0.1242312021,Likely Labour,Conservative
E14001249,Godalming and Ash,SE,0.2955569681,0.1532727474,0.376893833,0.03452744406,0.133472102,,,0.006276905382,Liberal Democrat,Conservative,0.08133686488,Lean Liberal Democrat,Conservative
E14001250,Goole and Pocklington,YH,0.3080606174,0.3088565305,0.1010518738,0.05761141201,0.2096494412,,,0.01477012523,Labour,Conservative,0.0007959131042,Marginal,Conservative
E14001251,Gorton and Denton,NW,0.1340190929,0.5890989043,0.07269570019,0.06131447883,0.1195107682,,,0.0233610556,Labour,Conservative,0.4550798114,Safe Labour,Labour
E14001252,Gosport,SE,0.290634778,0.3013283323,0.1179737921,0.04661631656,0.2332144815,,,0.01023229953,Labour,Conservative,0.01069355433,Marginal,Conservative
E14001253,Grantham and Bourne,EM,0.3442654553,0.2851039362,0.1066694009,0.05446267412,0.1988807763,,,0.01061775722,Conservative,Labour,0.05916151901,Lean Conservative,Conservative
E14001254,Gravesham,SE,0.3173897175,0.3439895949,0.06998974787,0.04509536995,0.2107993994,,,,Labour,Conservative,0.02659987746,Marginal,Conservative
E14001255,Great Grimsby and Cleethorpes,YH,0.2746606806,0.3494502709,0.05233806594,0.04003284763,0.2695560331,,,0.01396210172,Labour,Conservative,0.07478959029,Lean Labour,Conservative
E14001256,Great Yarmouth,EE,0.3447780681,0.2915160969,0.05516112699,0.03487330405,0.2626651049,,,0.01100629904,Conservative,Labour,0.05326197115,Lean Conservative,Conservative
E14001257,Greenwich and Woolwich,GL,0.1491685726,0.5407941353,0.1342098635,0.08752171511,0.07428067457,,,0.01402503888,Labour,Conservative,0.3916255627,Safe Labour,Labour
E14001258,Guildford,SE,0.2227325828,0.1708994973,0.4256256383,0.03181132165,0.1417046157,,,0.007226344379,Liberal Democrat,Conservative,0.2028930555,Safe Liberal Democrat,Conservative
E14001259,Hackney North and Stoke Newington,GL,0.1016264618,0.5963066134,0.07251540245,0.1270749379,0.07707631958,,,0.02540026488,Labour,Green Party,0.4692316755,Safe Labour,Labour
E14001260,Hackney South and Shoreditch,GL,0.08689163246,0.6379493802,0.0713970928,0.1209448392,0.06361483172,,,0.01920222359,Labour,Green Party,0.517004541,Safe Labour,Labour
E14001261,Halesowen,WM,0.2975860227,0.3761887707,0.05057775538,0.05253479206,0.2082515151,,,,Labour,Conservative,0.078602748,Lean Labour,Conservative
E14001262,Halifax,YH,0.2207440224,0.4675917838,0.05772242117,0.06363947922,0.1705258987,,,0.01977639467,Labour,Conservative,0.2468477614,Safe Labour,Labour
E14001263,Hamble Valley,SE,0.3060149485,0.2129080721,0.2391929433,0.04868059568,0.1856291677,,,0.007574272722,Conservative,Liberal Democrat,0.06682200526,Lean Conservative,Conservative
E14001264,Hammersmith and Chiswick,GL,0.2029634917,0.450221171,0.1355855272,0.1048046677,0.08501877096,,,0.02140637145,Labour,Conservative,0.2472576793,Safe Labour,Labour
E14001265,Hampstead and Highgate,GL,0.1755338785,0.4265653211,0.218471689,0.08045412076,0.0812486862,,,0.01772630448,Labour,Liberal Democrat,0.2080936321,Safe Labour,Labour
E14001266,"Harborough, Oadby and Wigston",EM,0.3337078419,0.3091457162,0.1345344788,0.05201726,0.1608474687,,,0.009747234343,Conservative,Labour,0.02456212567,Marginal,Conservative
E14001267,Harlow,EE,0.3238107208,0.3449366102,0.07723650267,0.03499424607,0.2077509551,,,0.01127096527,Labour,Conservative,0.02112588939,Marginal,Conservative
E14001268,Harpenden and Berkhamsted,EE,0.3118912021,0.1688803929,0.3028529347,0.03978825282,0.1687492531,,,0.007837964343,Conservative,Liberal Democrat,0.009038267423,Marginal,Conservative
E14001269,Harrogate and Knaresborough,YH,0.2812079929,0.1690997671,0.3658935441,0.02723549079,0.1507894388,,,0.005773766189,Liberal Democrat,Conservative,0.08468555117,Lean Liberal Democrat,Conservative
E14001270,Harrow East,GL,0.3380933418,0.3489480926,0.09182525838,0.0522957353,0.1469705138,,,0.0218670581,Labour,Conservative,0.01085475082,Marginal,Conservative
E14001271,Harrow West,GL,0.2380676279,0.4413429476,0.1269555483,0.07311981901,0.1005971194,,,0.01991693778,Labour,Conservative,0.2032753197,Safe Labour,Labour
E14001272,Hartlepool,NE,0.1535111902,0.4867998129,0.05739679233,0.03091973519,0.2566116121,,,0.01476085738,Labour,Reform UK,0.2301882008,Safe Labour,Labour
E14001273,Harwich and North Essex,EE,0.2799411633,0.3621136385,0.1040710128,0.05236566787,0.1929095095,,,,Labour,Conservative,0.08217247518,Lean Labour,Conservative
E14001274,Hastings and Rye,SE,0.2766385993,0.4066490472,0.08022709322,0.03465832972,0.190262549,,,0.01156438149,Labour,Conservative,0.1300104479,Likely Labour,Conservative
E14001275,Havant,SE,0.3123784034,0.2753978843,0.1258812357,0.03980511112,0.2363152101,,,0.01022215544,Conservative,Labour,0.03698051908,Marginal,Conservative
E14001276,Hayes and Harlington,GL,0.2221582922,0.5117609201,0.06171154909,0.0648438922,0.1177880645,,,0.02173728192,Labour,Conservative,0.2896026278,Safe Labour,Labour
E14001277,Hazel Grove,NW,0.2329536858,0.2108165147,0.3615490592,0.02342224728,0.1652053405,,,0.006053152475,Liberal Democrat,Conservative,0.1285953734,Likely Liberal Democrat,Conservative
E14001278,Hemel Hempstead,EE,0.3094600017,0.3081641751,0.1251631276,0.05216826969,0.1955037292,,,,Conservative,Labour,0.001295826669,Marginal,Conservative
E14001279,Hendon,GL,0.3200940631,0.3991593237,0.08770266998,0.05686851086,0.1191915328,,,0.01698389963,Labour,Conservative,0.0790652606,Lean Labour,Conservative
E14001280,Henley and Thame,SE,0.2965270625,0.1596908725,0.3380178149,0.05063498999,0.148215045,,,0.006914215112,Liberal Democrat,Conservative,0.04149075234,Marginal,Conservative
E14001281,Hereford and South Herefordshire,WM,0.2948025879,0.3002310579,0.1438330177,0.06456893235,0.1869023569,,,0.009662047282,Labour,Conservative,0.005428470086,Marginal,Conservative
E14001282,Herne Bay and Sandwich,SE,0.3224713864,0.3027959179,0.08552610961,0.04738863565,0.230612825,,,,Conservative,Labour,0.01967546855,Marginal,Conservative
E14001283,Hertford and Stortford,EE,0.2873961064,0.312408391,0.1274718971,0.06075128719,0.2033331266,,,0.008639191677,Labour,Conservative,0.02501228464,Marginal,Conservative
E14001284,Hertsmere,EE,0.3658087413,0.2703345702,0.1166594719,0.05022471469,0.1886878567,,,0.008284645294,Conservative,Labour,0.0954741711,Lean Conservative,Conservative
E14001285,Hexham,NE,0.38153233,0.4156702524,0.1123780503,0.08083585137,,,,0.0095835159,Labour,Conservative,0.03413792247,Marginal,Conservative
E14001286,Heywood and Middleton North,NW,0.2020118753,0.5301412765,0.0580181026,,0.1916692519,,,0.01815949376,Labour,Conservative,0.3281294012,Safe Labour,Labour
E14001287,High Peak,EM,0.2432404668,0.4772842198,0.05095060549,0.05426397854,0.1614102094,,,,Labour,Conservative,0.2340437531,Safe Labour,Conservative
E14001288,Hinckley and Bosworth,EM,0.3074824727,0.2542383274,0.2087221479,0.04680770144,0.1743816559,,,0.008367694593,Conservative,Labour,0.05324414525,Lean Conservative,Conservative
E14001289,Hitchin,EE,0.228727318,0.3290940233,0.2316403582,0.04811038171,0.1544397862,,,0.007988132582,Labour,Liberal Democrat,0.0974536651,Lean Labour,Conservative
E14001290,Holborn and St Pancras,GL,0.1030228647,0.6026647511,0.1078590211,0.08393111752,0.08408496672,,,0.01843727883,Labour,Liberal Democrat,0.49480573,Safe Labour,Labour
E14001291,Honiton and Sidmouth,SW,0.2889379646,0.1324244583,0.2861358463,0.04821278951,0.2342080441,,,0.01008089718,Conservative,Liberal Democrat,0.002802118269,Marginal,Conservative
E14001292,Hornchurch and Upminster,GL,0.2880258108,0.356030055,0.09085794597,0.05679521654,0.1958638698,,,0.01242710188,Labour,Conservative,0.06800424414,Lean Labour,Conservative
E14001293,Hornsey and Friern Barnet,GL,0.09025109973,0.5201765422,0.2301908255,0.08457313118,0.06190683309,,,0.01290156831,Labour,Liberal Democrat,0.2899857168,Safe Labour,Labour
E14001294,Horsham,SE,0.3002863363,0.2154062881,0.26072951,0.04670114788,0.1695932978,,,0.007283419892,Conservative,Liberal Democrat,0.03955682636,Marginal,Conservative
E14001295,Houghton and Sunderland South,NE,0.1759456438,0.4671539361,0.06212771233,0.04349554035,0.2374366603,,,,Labour,Reform UK,0.2297172758,Safe Labour,Labour
E14001296,Hove and Portslade,SE,0.1591353872,0.5717608307,0.06992064521,0.07375318295,0.1105170829,,,0.01491287101,Labour,Conservative,0.4126254435,Safe Labour,Labour
E14001297,Huddersfield,YH,0.2337036009,0.4471376196,0.0556458871,0.08977992894,0.1535913164,,,,Labour,Conservative,0.2134340188,Safe Labour,Labour
E14001298,Huntingdon,EE,0.3096076436,0.3101017594,0.1332799174,0.06182133846,0.17712551,,,0.008063831069,Labour,Conservative,0.0004941157705,Marginal,Conservative
E14001299,Hyndburn,NW,0.2414992231,0.4356134955,0.04888528864,0.04620469381,0.2079094034,,,,Labour,Conservative,0.1941142724,Safe Labour,Conservative
E14001300,Ilford North,GL,0.2340919284,0.4843172066,0.06591135687,0.06021126468,0.1146503209,,,0.04081792264,Labour,Conservative,0.2502252782,Safe Labour,Labour
E14001301,Ilford South,GL,0.1629634597,0.5747592939,0.05216071003,0.08190014005,0.09553213562,,,0.03268426072,Labour,Conservative,0.4117958342,Safe Labour,Labour
E14001302,Ipswich,EE,0.2770750788,0.4085211924,0.05894956902,0.05018032002,0.1939734955,,,0.01130034431,Labour,Conservative,0.1314461136,Likely Labour,Conservative
E14001303,Isle of Wight East,SE,0.2990017587,0.3136043018,0.04265027328,0.1004005015,0.2291837824,,,0.01515938228,Labour,Conservative,0.01460254303,Marginal,Conservative
E14001304,Isle of Wight West,SE,0.2494336655,0.348122893,0.04433849096,0.13124195,0.2107438366,,,0.01611916399,Labour,Conservative,0.09868922748,Lean Labour,Conservative
E14001305,Islington North,GL,0.07149701134,0.6207450834,0.1223557349,0.1091028256,0.05774569306,,,0.01855365161,Labour,Liberal Democrat,0.4983893485,Safe Labour,Labour
E14001306,Islington South and Finsbury,GL,0.1301693574,0.5350318948,0.1494504545,0.08964387619,0.07491290791,,,0.02079150924,Labour,Liberal Democrat,0.3855814403,Safe Labour,Labour
E14001307,Jarrow and Gateshead East,NE,0.1237841221,0.5175154225,0.07125682111,0.0511049502,0.2231051704,,,0.0132335137,Labour,Reform UK,0.2944102521,Safe Labour,Labour
E14001308,Keighley and Ilkley,YH,0.2796639387,0.4187999324,0.06263741024,0.0422196193,0.1793246624,,,0.01735443704,Labour,Conservative,0.1391359937,Likely Labour,Conservative
E14001309,Kenilworth and Southam,WM,0.3278824199,0.2599960751,0.1702345426,0.06436306834,0.1690173546,,,0.008506539427,Conservative,Labour,0.06788634474,Lean Conservative,Conservative
E14001310,Kensington and Bayswater,GL,0.2857206793,0.3583147398,0.1628480272,0.06762177761,0.1000737805,,,0.02542099566,Labour,Conservative,0.07259406048,Lean Labour,Labour
E14001311,Kettering,EM,0.3055775519,0.3626576052,0.08017149322,0.05131402413,0.1878753434,,,0.0124039822,Labour,Conservative,0.05708005335,Lean Labour,Conservative
E14001312,Kingston and Surbiton,GL,0.1785336939,0.1980239345,0.4727633329,0.04193221503,0.1026625137,,,0.006084309944,Liberal Democrat,Labour,0.2747393985,Safe Liberal Democrat,Liberal Democrat
E14001313,Kingston upon Hull East,YH,0.1519330163,0.4889942494,0.06370894031,0.0546527593,0.2222759645,,,,Labour,Reform UK,0.2667182849,Safe Labour,Labour
E14001314,Kingston upon Hull North and Cottingham,YH,0.1846734156,0.4783091095,0.0687247025,0.06118950749,0.1924477371,,,0.01465552776,Labour,Reform UK,0.2858613724,Safe Labour,Labour
E14001315,Kingston upon Hull West and Haltemprice,YH,0.2079879359,0.435940272,0.08008999637,0.04185746781,0.2179571147,,,0.0161672132,Labour,Reform UK,0.2179831573,Safe Labour,Conservative
E14001316,Kingswinford and South Staffordshire,WM,0.3390081374,0.2938804979,0.06999912497,0.05354512075,0.2336729321,,,0.009894186893,Conservative,Labour,0.04512763954,Marginal,Conservative
E14001317,Knowsley,NW,0.0519944473,0.7440933577,0.03445084798,0.05915030304,0.09692543995,,,0.01338560399,Labour,Reform UK,0.6471679178,Safe Labour,Labour
E14001318,Lancaster and Wyre,NW,0.2232087321,0.4539647241,0.06160673815,0.06201124731,0.1879874273,,,,Labour,Conservative,0.230755992,Safe Labour,Conservative
E14001319,Leeds Central and Headingley,YH,0.1223496752,0.5804367705,0.1085424151,0.09371317123,0.08047369061,,,0.01448427734,Labour,Conservative,0.4580870953,Safe Labour,Labour
E14001320,Leeds East,YH,0.2211314672,0.4756336018,0.05047420021,0.05385151613,0.1820741002,,,0.01683511442,Labour,Conservative,0.2545021345,Safe Labour,Labour
E14001321,Leeds North East,YH,0.1461891713,0.5342853248,0.09833754683,0.1037064157,0.09992794449,,,0.01755359686,Labour,Conservative,0.3880961535,Safe Labour,Labour
E14001322,Leeds North West,YH,0.2600119783,0.3938440687,0.1320724376,0.05282992613,0.150266075,,,0.01097551435,Labour,Conservative,0.1338320904,Likely Labour,Conservative
E14001323,Leeds South,YH,0.2396204267,0.5424166451,0.08524254369,0.1158370069,,,,0.01674310792,Labour,Conservative,0.3027962184,Safe Labour,Labour
E14001324,Leeds South West and Morley,YH,0.2616229911,0.3968595527,0.05397670917,0.06050444615,0.2090808882,,,0.01795541265,Labour,Conservative,0.1352365616,Likely Labour,Conservative
E14001325,Leeds West and Pudsey,YH,0.2297913071,0.488328298,0.05152784848,0.05340000833,0.1611163959,,,0.0158361422,Labour,Conservative,0.2585369909,Safe Labour,Labour
E14001326,Leicester East,EM,0.2418551861,0.4725400346,0.06675427555,0.05530440121,0.1223337866,,,0.04121231599,Labour,Conservative,0.2306848485,Safe Labour,Labour
E14001327,Leicester South,EM,0.1418104131,0.5998647163,0.04543684186,0.09431429166,0.0903727224,,,0.02820101461,Labour,Conservative,0.4580543032,Safe Labour,Labour
E14001328,Leicester West,EM,0.2419936417,0.4650352217,0.06083108292,0.06484189498,0.1506650925,,,0.01663306621,Labour,Conservative,0.22304158,Safe Labour,Labour
E14001329,Leigh and Atherton,NW,0.2176276879,0.4493806467,0.06749642366,0.03120464625,0.2194004184,,,0.01489017715,Labour,Reform UK,0.2299802282,Safe Labour,Conservative
E14001330,Lewes,SE,0.2888619713,0.1477797975,0.3750403708,0.03503526253,0.1479801507,,,0.005302447155,Liberal Democrat,Conservative,0.08617839954,Lean Liberal Democrat,Conservative
E14001331,Lewisham East,GL,0.1546466418,0.5705673434,0.08538622,0.09145397615,0.08442168763,,,0.01352413105,Labour,Conservative,0.4159207016,Safe Labour,Labour
E14001332,Lewisham North,GL,0.09444351895,0.6213204361,0.08177623598,0.1183670769,0.0696196356,,,0.01447309642,Labour,Green Party,0.5029533592,Safe Labour,Labour
E14001333,Lewisham West and East Dulwich,GL,0.0972181923,0.5876121888,0.09682762907,0.1378083049,0.0667945346,,,0.01373915031,Labour,Green Party,0.4498038839,Safe Labour,Labour
E14001334,Leyton and Wanstead,GL,0.1506140357,0.5686036171,0.09573320848,0.08954323433,0.07156228717,,,0.0239436172,Labour,Conservative,0.4179895813,Safe Labour,Labour
E14001335,Lichfield,WM,0.3455235544,0.3091548092,0.1056005773,0.05608965041,0.1748911068,,,0.008740301925,Conservative,Labour,0.03636874519,Marginal,Conservative
E14001336,Lincoln,EM,0.2802193475,0.4508025289,0.0569941789,0.04729495592,0.1543897412,,,0.01029924764,Labour,Conservative,0.1705831814,Safe Labour,Conservative
E14001337,Liverpool Garston,NW,0.09899372113,0.5968727821,0.1165323232,0.06477083944,0.110674208,,,0.01215612606,Labour,Liberal Democrat,0.4803404589,Safe Labour,Labour
E14001338,Liverpool Riverside,NW,0.06302042447,0.7314940717,0.03355073684,0.07444469157,0.08276147537,,,0.01472860009,Labour,Reform UK,0.6487325963,Safe Labour,Labour
E14001339,Liverpool Walton,NW,0.07016837653,0.7385080252,0.03434208457,0.05925185199,0.08464005402,,,0.01308960765,Labour,Reform UK,0.6538679712,Safe Labour,Labour
E14001340,Liverpool Wavertree,NW,0.08249373046,0.6431775718,0.07337371973,0.1018872414,0.08588024073,,,0.01318749591,Labour,Green Party,0.5412903304,Safe Labour,Labour
E14001341,Liverpool West Derby,NW,0.07362660919,0.7026872421,0.04039808405,0.06592356141,0.1039200715,,,0.01344443172,Labour,Reform UK,0.5987671706,Safe Labour,Labour
E14001342,Loughborough,EM,0.2757674639,0.4109368249,0.07515417011,0.0608998638,0.1673085896,,,,Labour,Conservative,0.135169361,Likely Labour,Conservative
E14001343,Louth and Horncastle,EM,0.405188166,0.2861063475,0.06546317159,0.02892915846,0.2041975114,,,0.01011564508,Conservative,Labour,0.1190818185,Likely Conservative,Conservative
E14001344,Lowestoft,EE,0.2969538669,0.3619450826,0.05624227785,0.05687258535,0.2171186828,,,,Labour,Conservative,0.06499121577,Lean Labour,Conservative
E14001345,Luton North,EE,0.2173460594,0.5040096049,0.05954786586,0.06381602756,0.1335367742,,,0.02174366815,Labour,Conservative,0.2866635456,Safe Labour,Labour
E14001346,Luton South and South Bedfordshire,EE,0.2343901873,0.4881101205,0.04432274134,0.06424827912,0.144692584,,,0.02423608775,Labour,Conservative,0.2537199333,Safe Labour,Labour
E14001347,Macclesfield,NW,0.2725194937,0.3746292108,0.100685226,0.05973747044,0.1811477648,,,0.01128083429,Labour,Conservative,0.1021097171,Likely Labour,Conservative
E14001348,Maidenhead,SE,0.3592164176,0.2273579441,0.3270884417,0.07746633915,,,,0.008714666489,Conservative,Liberal Democrat,0.03212797583,Marginal,Conservative
E14001349,Maidstone and Malling,SE,0.3140792533,0.2429439459,0.1877829941,0.0608352486,0.1854052875,,,0.008953270601,Conservative,Labour,0.07113530748,Lean Conservative,Conservative
E14001350,Makerfield,NW,0.1628656735,0.5056483541,0.05812580457,0.04675841779,0.2095000243,,,0.01710172569,Labour,Reform UK,0.2961483298,Safe Labour,Labour
E14001351,Maldon,EE,0.3203926845,0.2659823619,0.1187433502,0.05152449845,0.2357166079,,,,Conservative,Labour,0.05441032259,Lean Conservative,Conservative
E14001352,Manchester Central,NW,0.1551497491,0.5822902137,0.0778407329,0.06273945303,0.1011523612,,,0.02082749013,Labour,Conservative,0.4271404646,Safe Labour,Labour
E14001353,Manchester Rusholme,NW,0.08212958506,0.7229279311,0.04616951577,0.09660268119,0.07161576059,,,0.02672404202,Labour,Green Party,0.62632525,Safe Labour,Labour
E14001354,Manchester Withington,NW,0.07925956609,0.6249913888,0.136534066,0.07631350529,0.06644815441,,,0.01645331937,Labour,Liberal Democrat,0.4884573228,Safe Labour,Labour
E14001355,Mansfield,EM,0.3077405429,0.3583694331,0.04879549782,0.02638993032,0.2431047837,,,0.01559981223,Labour,Conservative,0.05062889021,Lean Labour,Conservative
E14001356,Melksham and Devizes,SW,0.2794262979,0.1892493284,0.301883739,0.04444136847,0.1790054716,,,,Liberal Democrat,Conservative,0.02245744111,Marginal,Conservative
E14001357,Melton and Syston,EM,0.3430775614,0.2930916321,0.07405467384,0.06578501643,0.2092565068,,,0.01473460948,Conservative,Labour,0.04998592934,Marginal,Conservative
E14001358,Meriden and Solihull East,WM,0.3156183854,0.2886872592,0.1333157228,0.04633112965,0.2043963662,,,,Conservative,Labour,0.02693112618,Marginal,Conservative
E14001359,Mid Bedfordshire,EE,0.3068009135,0.3102919098,0.1304322184,0.05691768661,0.1875134707,,,0.008043800918,Labour,Conservative,0.003490996273,Marginal,Conservative
E14001360,Mid Buckinghamshire,SE,0.3172224639,0.2126531868,0.2336862615,0.05219424775,0.1746734714,,,0.009570368673,Conservative,Liberal Democrat,0.08353620238,Lean Conservative,Conservative
E14001361,Mid Cheshire,NW,0.2226113526,0.4309135487,0.08324092642,0.04106374916,0.2095190943,,,0.01265132878,Labour,Conservative,0.2083021961,Safe Labour,Conservative
E14001362,Mid Derbyshire,EM,0.3310784315,0.3352139878,0.08774001409,0.0555500046,0.1804654556,,,0.009952106383,Labour,Conservative,0.004135556369,Marginal,Conservative
E14001363,Mid Dorset and North Poole,SW,0.3404999008,0.2188646674,0.3525332133,0.08225909687,,,,0.005665781645,Liberal Democrat,Conservative,0.01203331252,Marginal,Conservative
E14001364,Mid Leicestershire,EM,0.3282771705,0.3237129978,0.08325503553,0.06073612387,0.1919936488,,,,Conservative,Labour,0.004564172683,Marginal,Conservative
E14001365,Mid Norfolk,EE,0.3230698329,0.3154840451,0.09880814256,0.03323573506,0.22049536,,,,Conservative,Labour,0.007585787806,Marginal,Conservative
E14001366,Mid Sussex,SE,0.2692245829,0.2491669387,0.2661892566,0.05422086466,0.1536145333,,,0.007583823829,Conservative,Liberal Democrat,0.003035326362,Marginal,Conservative
E14001367,Middlesbrough and Thornaby East,NE,0.1535079019,0.5517768766,0.04689069904,0.04517838609,0.1852782699,,,0.01736786644,Labour,Reform UK,0.3664986067,Safe Labour,Labour
E14001368,Middlesbrough South and East Cleveland,NE,0.3911167605,0.4390250948,0.08572813423,0.07375170308,,,,0.01037830745,Labour,Conservative,0.04790833432,Marginal,Conservative
E14001369,Milton Keynes Central,SE,0.2846237779,0.3751740635,0.1032286881,0.05492048186,0.1684116364,,,0.01364135234,Labour,Conservative,0.09055028564,Lean Labour,Conservative
E14001370,Milton Keynes North,SE,0.274744164,0.4000109552,0.07926284764,0.05611974813,0.1769769285,,,,Labour,Conservative,0.1252667911,Likely Labour,Conservative
E14001371,Mitcham and Morden,GL,0.1537518014,0.5463404102,0.09897546072,0.08255481515,0.09674473243,,,0.02163278005,Labour,Conservative,0.3925886088,Safe Labour,Labour
E14001372,Morecambe and Lunesdale,NW,0.294182542,0.3490385217,0.1437053187,0.03387844808,0.1697785085,,,,Labour,Conservative,0.05485597971,Lean Labour,Conservative
E14001373,New Forest East,SE,0.3357202534,0.2350861059,0.1564006232,0.05837331885,0.2057091127,,,0.008710585996,Conservative,Labour,0.1006341475,Likely Conservative,Conservative
E14001374,New Forest West,SE,0.3356309486,0.2196447744,0.1865405979,0.06773605783,0.1826047026,,,0.007842918684,Conservative,Labour,0.1159861742,Likely Conservative,Conservative
E14001375,Newark,EM,0.3283964854,0.3105922471,0.09177925741,0.04907115675,0.2104158831,,,0.00974497012,Conservative,Labour,0.01780423833,Marginal,Conservative
E14001376,Newbury,SE,0.2686753599,0.1772105524,0.3349579998,0.04820560442,0.1647538028,,,0.00619668073,Liberal Democrat,Conservative,0.06628263985,Lean Liberal Democrat,Conservative
E14001377,Newcastle upon Tyne Central and West,NE,0.1554882855,0.5484584443,0.04665553513,0.05825329393,0.1747814291,,,0.01636301203,Labour,Reform UK,0.3736770152,Safe Labour,Labour
E14001378,Newcastle upon Tyne East and Wallsend,NE,0.1389747128,0.5732295934,0.08144860546,0.0610298121,0.1347374846,,,0.01057979169,Labour,Conservative,0.4342548806,Safe Labour,Labour
